ID	NAME	SBML ID	CONCENTRATION
CHEBI:60342	dipyrromethane	[MISSING]	0.0
CHEBI:60344	heme b	M_hemeb_c	0.0
CHEBI:57783	NADPH	M_nadph_c	0.0
CHEBI:21137	[3Fe-4S] cluster	[MISSING]	0.0
CHEBI:30413	heme	M_hemeb_c	0.0
CHEBI:60240	a divalent metal cation	[MISSING]	0.0
CHEBI:28938	NH4(+)	[MISSING]	0.0
CHEBI:60539	Mo-bis(molybdopterin guanine dinucleotide)	[MISSING]	0.0
CHEBI:49786	Ni(2+)	[MISSING]	0.0
CHEBI:60532	ferriheme a	M_hemea_c	0.0
CHEBI:597326	pyridoxal 5'-phosphate	M_py5p_c	0.0
CHEBI:47942	pantetheine 4'-phosphate	[MISSING]	0.0
CHEBI:29033	Fe(2+)	M_fe2_c	0.0
CHEBI:58210	FMN	M_fmn_c	0.0
CHEBI:29035	Mn(2+)	M_mn2_c	0.0
CHEBI:29036	Cu(2+)	M_cu2_c	0.0
CHEBI:49601	[2Fe-2S] cluster	[MISSING]	0.0
CHEBI:83088	(R)-lipoate	[MISSING]	0.0
CHEBI:60052	siroheme	M_sheme_c	0.0
CHEBI:57618	FMNH2	M_fmn_c	0.0
CHEBI:48828	Co(2+)	[MISSING]	0.0
CHEBI:15361	pyruvate	M_pyr_c	0.0
CHEBI:62814	heme d cis-diol	M_hemed_c	0.0
CHEBI:17544	hydrogencarbonate	[MISSING]	0.0
CHEBI:57692	FAD	M_fad_c	0.0
CHEBI:29108	Ca(2+)	M_ca2_c	0.0
CHEBI:29105	Zn(2+)	M_zn2_c	0.0
CHEBI:29103	K(+)		0.0
